HSHD_NUM,L,AGE_RANGE,MARITAL,INCOME_RANGE,HOMEOWNER,HSHD_COMPOSITION,HH_SIZE,CHILDREN
2232,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
