BASKET_NUM,HSHD_NUM,PURCHASE_DATE,PRODUCT_NUM,     SPEND,     UNITS,STORE_REGION,  WEEK_NUM,YEAR
2232,0577,17-AUG-18,00172499,0.59,1,CENTRAL,32,2018
